X_features	Y_features	association	p-values	q-values
10-Hydroxydecanoic acid	Thymine	-0.0885165987905714	0.45645529970664767	0.7747302883327242
10-Hydroxydecanoic acid	Trehalose	-0.18144514377391094	0.1244664186846902	0.4943729968362932
10-Hydroxydecanoic acid	Trimethyllysine	-0.20692953227199806	0.07899327057444286	0.38421896912058945
10-Hydroxydecanoic acid	Urocanate	0.013420955201777121	0.9102726989326467	0.9656453705294398
3-hydroxybutyric acid	14-Methylhexadecanoic acid	0.020887325681846234	0.8607651179647579	0.9483005536899874
3-hydroxybutyric acid	2-hydroxyglutarate	-0.07003578921387142	0.5560077049883285	0.8372980524081999
3-hydroxybutyric acid	3-(2-Hydroxyphenyl)Propanoate	-0.05994693323460448	0.6144018889011674	0.8675919045600907
3-hydroxybutyric acid	3-Methoxytyramine	0.12742018805330102	0.2826997505066004	0.6666335796567532
3-hydroxybutyric acid	4-Acetamidobutanoate	-0.07296680241885722	0.5395543724837657	0.8332735593474007
3-hydroxybutyric acid	4-Hydroxybenzoate	-0.12260891028014317	0.30141893260719094	0.6845669628653144
3-hydroxybutyric acid	4-Pyridoxate	-0.13544366284092316	0.2532330747414442	0.6443475033456676
3-hydroxybutyric acid	5-Methylcytosine	-0.24187535522767717	0.03924247258423084	0.2787451335172819
3-hydroxybutyric acid	5-Valerolactone	-0.19168826360607186	0.1042431670796226	0.44631056564030036
3-hydroxybutyric acid	5-Deoxyadenosine	0.11699370603480194	0.3242645522665356	0.6934589870337409
3-hydroxybutyric acid	Ascorbic acid	0.09049117610761447	0.4464322626943663	0.7745280016103264
3-hydroxybutyric acid	Benzyl Alcohol	-0.04083837917519364	0.7315652968255328	0.9012312277984484
3-hydroxybutyric acid	Biotin	-0.02400345551030483	0.8402490772568745	0.9446519640093513
3-hydroxybutyric acid	cis-10-Nonadecenoic acid	-0.06955287520683417	0.5587413658827698	0.8372980524081999
3-hydroxybutyric acid	cis-11-Eicosenoic acid	-0.04970381340244356	0.676240960279215	0.8843968317407472
3-hydroxybutyric acid	Creatine	0.06491422929779096	0.5853198280450648	0.8488918398625178
3-hydroxybutyric acid	D-Pinitol	-0.21649683424513388	0.06581108896454642	0.3537964557116593
3-hydroxybutyric acid	D-Sedoheptulose	-0.2923299376847093	0.012085411466544205	0.14898395169963977
3-hydroxybutyric acid	Deoxyguanosine	-0.06179809946933236	0.6034910131248441	0.8647215919524319
3-hydroxybutyric acid	Dihydrouracil	-0.1191628471586939	0.31531182834606036	0.6928208780247133
3-hydroxybutyric acid	Erucic acid	0.07922930620714945	0.5052191661839369	0.8167590438128105
3-hydroxybutyric acid	Fructose	-0.10415895347402199	0.38050669084029975	0.7312423432067577
3-hydroxybutyric acid	Glycine	-0.039398988029125025	0.740687119835518	0.9012312277984484
3-hydroxybutyric acid	Guanidinoacetate	0.06602492903862768	0.5789036587416592	0.8488918398625178
3-hydroxybutyric acid	Histidine	-0.16009502653338273	0.17605924771814152	0.5619839264789618
3-hydroxybutyric acid	Hypotaurine	0.05673824509440949	0.6335123031925547	0.8722011303042825
3-hydroxybutyric acid	Kynurenate	-0.044709458108914565	0.7072198782450061	0.8926419205752162
3-hydroxybutyric acid	Malonate	0.009903739355794151	0.9337250178337431	0.9717807681966903
3-hydroxybutyric acid	Melatonin	-0.2298873336641343	0.05040066000087522	0.30889442984861976
3-hydroxybutyric acid	Mesaconic acid	-0.11504998148833767	0.3324231453342589	0.694978213198816
3-hydroxybutyric acid	Methylguanidine	0.037615908104526835	0.7520365338840407	0.9081501205490178
3-hydroxybutyric acid	Myo-Inositol	-0.2809144761199556	0.01606653058035928	0.16893484360230715
3-hydroxybutyric acid	N-Acetylasparagine	-0.17046155744785885	0.149341051732406	0.5234257450425015
3-hydroxybutyric acid	N-Acetylglutamate	-0.048284585955818846	0.6849924236878234	0.8856592819833522
3-hydroxybutyric acid	N-Acetylmethionine	0.1072442305319018	0.36647904243093876	0.7278680981614477
3-hydroxybutyric acid	N-Acetylserotonin	0.03643729960229035	0.7595675317768936	0.9081501205490178
3-hydroxybutyric acid	N-Formyl-L-Methionine	-0.11847429244257646	0.31813632520615653	0.6928208780247133
3-hydroxybutyric acid	Oleic acid	-0.07244230531901766	0.5424810348252687	0.8332735593474007
3-hydroxybutyric acid	Oxoglutarate	-0.041682093051956075	0.7262355655783412	0.9011763634380838
3-hydroxybutyric acid	Palmitic acid	-0.014469949401456253	0.903292019929295	0.9641798821823901
3-hydroxybutyric acid	Palmitoleic acid	-0.052357151672220166	0.6599945752998813	0.877249593856763
3-hydroxybutyric acid	Pentadecanoic acid	0.07969270640503519	0.5027240442917364	0.8167590438128105
3-hydroxybutyric acid	Pentanoate	-0.19295322719980254	0.10193415421107466	0.44631056564030036
3-hydroxybutyric acid	Pipecolate	-0.10045662100456623	0.3977593863186435	0.7433033791742282
3-hydroxybutyric acid	Quinolinate	-0.05464025669505122	0.646139281449917	0.8749802769634292
3-hydroxybutyric acid	Raffinose	-0.09999382944588425	0.3999479395724497	0.7433033791742282
3-hydroxybutyric acid	Stachydrine	0.06383438232753302	0.5915885823439779	0.8527940249515005
3-hydroxybutyric acid	Stachyose	-0.09839215188142317	0.40757682316928134	0.7529019257937949
3-hydroxybutyric acid	Succinic Acid	0.07676169320004939	0.5186124547903913	0.8208218862137361
3-hydroxybutyric acid	Taurine	-0.1787609527335555	0.13023139628782313	0.4979435740416766
3-hydroxybutyric acid	Thymidine	0.010913971690110505	0.9269822741232403	0.9700090442458217
3-hydroxybutyric acid	Thymine	-0.1421695668271011	0.23020238502510523	0.6360053181841693
3-hydroxybutyric acid	Trehalose	-0.09268172281870914	0.4354578825173713	0.7627414517329427
3-hydroxybutyric acid	Trimethyllysine	-0.02249166975194373	0.8501900241426483	0.9453901512628204
3-hydroxybutyric acid	Urocanate	-0.14031840059237322	0.2363904266068659	0.6378081321656948
5-Hydroxymethyluracil	14-Methylhexadecanoic acid	0.07198258115294892	0.5450526209795282	0.8332735593474007
5-Hydroxymethyluracil	2-hydroxyglutarate	0.07034027516883085	0.5542873723908508	0.8372980524081999
5-Hydroxymethyluracil	3-(2-Hydroxyphenyl)Propanoate	0.05385524151692865	0.6508900053723767	0.877249593856763
5-Hydroxymethyluracil	3-Methoxytyramine	0.12955165053671705	0.27465888936570715	0.6621055104439872
5-Hydroxymethyluracil	4-Acetamidobutanoate	-0.03994212100996606	0.7372408636294605	0.9012312277984484
5-Hydroxymethyluracil	4-Hydroxybenzoate	-0.008087582299147512	0.9458582601629328	0.9772957456885795
5-Hydroxymethyluracil	4-Pyridoxate	-0.08933524815495125	0.4522848534491535	0.7747302883327242
5-Hydroxymethyluracil	5-Methylcytosine	-0.1585273897564635	0.18038543626431655	0.5695141162919999
5-Hydroxymethyluracil	5-Valerolactone	0.03402362208606884	0.7750594151735167	0.911459674093856
5-Hydroxymethyluracil	5-Deoxyadenosine	-0.04152245318336271	0.7272430233619223	0.9011763634380838
5-Hydroxymethyluracil	Ascorbic acid	0.1418270658360083	0.23133870671651402	0.6360053181841693
5-Hydroxymethyluracil	Benzyl Alcohol	0.15311783571700832	0.1959070055870235	0.598604739293683
5-Hydroxymethyluracil	Biotin	0.16519119247798997	0.16251895124006097	0.5455448363222704
5-Hydroxymethyluracil	cis-10-Nonadecenoic acid	0.09802670479968852	0.4093292872723777	0.7529019257937949
5-Hydroxymethyluracil	cis-11-Eicosenoic acid	0.0638640119484407	0.5914161736421886	0.8527940249515005
5-Hydroxymethyluracil	Creatine	0.07486436335149575	0.5290311726038508	0.8276964735486942
5-Hydroxymethyluracil	D-Pinitol	0.10000322874486768	0.39990341966932463	0.7433033791742282
5-Hydroxymethyluracil	D-Sedoheptulose	0.0034161302191012444	0.9771168284544021	0.990976641623968
5-Hydroxymethyluracil	Deoxyguanosine	0.06535138340575518	0.5827906670844123	0.8488918398625178
5-Hydroxymethyluracil	Dihydrouracil	0.23646929634682462	0.043989925967677056	0.28855777125586324
5-Hydroxymethyluracil	Erucic acid	-0.03945030089241776	0.7403613132596365	0.9012312277984484
5-Hydroxymethyluracil	Fructose	0.07130086923501312	0.5488768239924077	0.8349934662863224
5-Hydroxymethyluracil	Glycine	0.0067241584632759	0.9549751529459716	0.9778779711779692
5-Hydroxymethyluracil	Guanidinoacetate	-0.13655929192468613	0.24930815539055573	0.6443475033456676
5-Hydroxymethyluracil	Histidine	-0.13844949315168997	0.24275359513219266	0.6443475033456676
5-Hydroxymethyluracil	Hypotaurine	-0.10820627351962878	0.36217038440924176	0.7273927664399098
5-Hydroxymethyluracil	Kynurenate	-0.036319734765722006	0.7603199784317761	0.9081501205490178
5-Hydroxymethyluracil	Malonate	0.14334542419868349	0.2263308012725115	0.6360053181841693
5-Hydroxymethyluracil	Melatonin	0.018563118400108197	0.8761281706052728	0.9565330822355161
5-Hydroxymethyluracil	Mesaconic acid	0.10659495444087143	0.36940453047282995	0.7296249704090426
5-Hydroxymethyluracil	Methylguanidine	-0.08722981546679627	0.4630531132773287	0.7753699671974005
5-Hydroxymethyluracil	Myo-Inositol	-0.06631197747193746	0.5772507421888912	0.8488918398625178
5-Hydroxymethyluracil	N-Acetylasparagine	0.21690833752502905	0.0652865863393718	0.3537964557116593
5-Hydroxymethyluracil	N-Acetylglutamate	0.027330450528153666	0.8184616993405222	0.933197271316228
5-Hydroxymethyluracil	N-Acetylmethionine	0.10033559955800629	0.3983310165889774	0.7433033791742282
5-Hydroxymethyluracil	N-Acetylserotonin	0.023528032970438498	0.8433726709586973	0.9447830174559816
5-Hydroxymethyluracil	N-Formyl-L-Methionine	0.02184443260119874	0.8544532480269553	0.9471846082779427
5-Hydroxymethyluracil	Oleic acid	0.04991990453611741	0.6749121767172297	0.8843968317407472
5-Hydroxymethyluracil	Oxoglutarate	0.008490412068836852	0.943165907498569	0.9770317773742374
5-Hydroxymethyluracil	Palmitic acid	0.04393943180149874	0.7120402361371665	0.8926419205752162
5-Hydroxymethyluracil	Palmitoleic acid	0.13098164895975684	0.2693507927783954	0.6572894772578591
5-Hydroxymethyluracil	Pentadecanoic acid	0.16395171626356123	0.16573915273416223	0.553185289263132
5-Hydroxymethyluracil	Pentanoate	0.04486903896232029	0.7062223314482206	0.8926419205752162
5-Hydroxymethyluracil	Pipecolate	0.04384647108541658	0.7126229364692122	0.8926419205752162
5-Hydroxymethyluracil	Quinolinate	0.13609448834427537	0.25093830383860993	0.6443475033456676
5-Hydroxymethyluracil	Raffinose	-0.02379794331703176	0.8415990224810583	0.9446519640093513
5-Hydroxymethyluracil	Stachydrine	-0.13971995627147943	0.23841529056939426	0.6408531306658529
5-Hydroxymethyluracil	Stachyose	-0.06281943145401198	0.5975079652050548	0.8578678616899883
5-Hydroxymethyluracil	Succinic Acid	0.19369914540985095	0.1005913786485108	0.44631056564030036
5-Hydroxymethyluracil	Taurine	-0.19760349548530148	0.09378667993061657	0.4271176824865659
5-Hydroxymethyluracil	Thymidine	0.04096928281014592	0.730737541281909	0.9012312277984484
5-Hydroxymethyluracil	Thymine	-0.02277537544012805	0.8483226534360002	0.9447830174559816
5-Hydroxymethyluracil	Trehalose	-0.05304958197754996	0.6557801354894179	0.877249593856763
5-Hydroxymethyluracil	Trimethyllysine	-0.045116934205206044	0.7046737073154199	0.8926419205752162
5-Hydroxymethyluracil	Urocanate	-0.0475648997287028	0.6894462175000211	0.8882054874099371
Acetoacetate	14-Methylhexadecanoic acid	0.08067999506355672	0.49742944624815844	0.8157386561179663
Acetoacetate	2-hydroxyglutarate	0.04766753054424288	0.6888104359770588	0.8882054874099371
Acetoacetate	3-(2-Hydroxyphenyl)Propanoate	0.028477107244230533	0.8109834283720487	0.933197271316228
Acetoacetate	3-Methoxytyramine	0.2451807871201268	0.03655536410907892	0.26670495242848397
Acetoacetate	4-Acetamidobutanoate	0.16876465506602495	0.15349378611095452	0.5327575585889927
Acetoacetate	4-Hydroxybenzoate	-0.12291743798593116	0.30019485979654087	0.6845669628653144
Acetoacetate	4-Pyridoxate	0.22976058250030856	0.05053125574000336	0.30889442984861976
Acetoacetate	5-Methylcytosine	-0.10768661907701664	0.3644938657169303	0.7278680981614477
Acetoacetate	5-Valerolactone	0.10425151178575837	0.38008122214161577	0.7312423432067577
Acetoacetate	5-Deoxyadenosine	0.27276934468715297	0.019554922034809828	0.19153108568341135
Acetoacetate	Ascorbic acid	0.21217450327039372	0.07152820795270692	0.362713962313372
Acetoacetate	Benzyl Alcohol	0.23215024037574064	0.04811532614309146	0.3051151100699324
Acetoacetate	Biotin	0.18644329260767623	0.1142533740345334	0.4694894392798355
Acetoacetate	cis-10-Nonadecenoic acid	0.038911346777204044	0.7437856200878925	0.9028976542662872
Acetoacetate	cis-11-Eicosenoic acid	0.14291003332099222	0.22775901689891168	0.6360053181841693
Acetoacetate	Creatine	-0.06895594224361348	0.5621292662350905	0.8372980524081999
Acetoacetate	D-Pinitol	-0.08451290942740992	0.4771530280932984	0.791564768182618
Acetoacetate	D-Sedoheptulose	-0.2227260991266089	0.058225910081357135	0.3317362006257328
Acetoacetate	Deoxyguanosine	0.07947673701098361	0.5038861113548273	0.8167590438128105
Acetoacetate	Dihydrouracil	0.1313287332682017	0.2680728923654661	0.6572894772578591
Acetoacetate	Erucic acid	0.21494631764638816	0.06781798634653569	0.3571693132328704
Acetoacetate	Fructose	-0.16308774527952613	0.16801140317424657	0.5535859597676788
Acetoacetate	Glycine	-0.013606071825249911	0.9090403064002354	0.9656453705294398
Acetoacetate	Guanidinoacetate	-0.025576946809823524	0.8299288165559752	0.9374393425553275
Acetoacetate	Histidine	0.051770949031223014	0.663570744201505	0.878487361041321
Acetoacetate	Hypotaurine	0.02977292360854005	0.8025526736344255	0.930256890463766
Acetoacetate	Kynurenate	0.14878468392076327	0.20901381858146145	0.6149995073487446
Acetoacetate	Malonate	-0.08283968900407258	0.4859496202017123	0.802197177468149
Acetoacetate	Melatonin	0.000637336661114872	0.9957302057050432	0.9960727718240832
Acetoacetate	Mesaconic acid	0.011878316672837223	0.9205505807170207	0.9692036505394412
Acetoacetate	Methylguanidine	0.05981182694398249	0.615201532324428	0.8675919045600907
Acetoacetate	Myo-Inositol	-0.3258361100826855	0.0049065737623304306	0.0996666596219493
Acetoacetate	N-Acetylasparagine	0.0009872886585215353	0.9933857689709605	0.9960727718240832
Acetoacetate	N-Acetylglutamate	0.22133777613229674	0.05985170612688046	0.3317362006257328
Acetoacetate	N-Acetylmethionine	0.11289028754782181	0.34163903859611167	0.7019307833224708
Acetoacetate	N-Acetylserotonin	0.1780142881333269	0.13187054755273991	0.49887535185295784
Acetoacetate	N-Formyl-L-Methionine	-0.07685778528620041	0.5180875636772316	0.8208218862137361
Acetoacetate	Oleic acid	0.02094903122300383	0.8603579190400688	0.9483005536899874
Acetoacetate	Oxoglutarate	0.10193755399234854	0.3908036476692105	0.7421076981591569
Acetoacetate	Palmitic acid	-0.08913365420214737	0.45330987334857065	0.7747302883327242
Acetoacetate	Palmitoleic acid	-0.023077872392940887	0.8463325149224157	0.9447830174559816
Acetoacetate	Pentadecanoic acid	0.1407811921510552	0.23483273286800097	0.6360053181841693
Acetoacetate	Pentanoate	0.10372701468591881	0.3824959949081502	0.7312423432067577
Acetoacetate	Pipecolate	-0.01388374676045909	0.9071921201253477	0.9652416159071779
Acetoacetate	Quinolinate	0.2061273602369493	0.08018777361976175	0.3865711728514087
Acetoacetate	Raffinose	-0.18946686412439837	0.10839617410727131	0.4613289552779702
Acetoacetate	Stachydrine	0.21476613599901273	0.0680543639408748	0.3571693132328704
Acetoacetate	Stachyose	-0.21099964499092547	0.07314915225762496	0.36832143566339326
Acetoacetate	Succinic Acid	-0.0053992348512896466	0.9638401415172441	0.9830894453421248
Acetoacetate	Taurine	-0.15043810934221893	0.20394111456764458	0.6101167234973468
Acetoacetate	Thymidine	0.21056998997004694	0.0737492378644207	0.36874618932210346
Acetoacetate	Thymine	0.03498704183635692	0.7688649372259494	0.9086585621761221
Acetoacetate	Trehalose	-0.17330001234110826	0.14258310078840647	0.51488341951369
Acetoacetate	Trimethyllysine	-0.11467974824139211	0.3339917477931593	0.6962218649332622
Acetoacetate	Urocanate	0.13794273725780576	0.2444990970895509	0.6443475033456676
Aniline-2-Sulfonate	14-Methylhexadecanoic acid	0.2052017771195854	0.08158384502478896	0.3888829946181607
Aniline-2-Sulfonate	2-hydroxyglutarate	0.10422065901517959	0.3802230132339006	0.7312423432067577
Aniline-2-Sulfonate	3-(2-Hydroxyphenyl)Propanoate	0.03575836110082686	0.7639159709977938	0.9081501205490178
Aniline-2-Sulfonate	3-Methoxytyramine	0.1457577004788454	0.21853110454309266	0.6300392731786745
Aniline-2-Sulfonate	4-Acetamidobutanoate	0.36319881525360986	0.001587420129361109	0.05675026962465965
Aniline-2-Sulfonate	4-Hydroxybenzoate	0.1417993335801555	0.23143088486336214	0.6360053181841693
Aniline-2-Sulfonate	4-Pyridoxate	0.34613723312353456	0.002702728311763617	0.0731284256142339
Aniline-2-Sulfonate	5-Methylcytosine	0.056487188601410665	0.635017916122235	0.8722011303042825
Aniline-2-Sulfonate	5-Valerolactone	0.22673701098358637	0.053729701467683126	0.3201394712449453
Aniline-2-Sulfonate	5-Deoxyadenosine	0.18101320498580772	0.12538072702424077	0.4943729968362932
Aniline-2-Sulfonate	Ascorbic acid	0.16055781809206468	0.17479668254250294	0.5619839264789618
Aniline-2-Sulfonate	Benzyl Alcohol	0.18857175766983839	0.11010538768576944	0.4658304863628707
Aniline-2-Sulfonate	Biotin	0.17052326298901643	0.14919164038625432	0.5234257450425015
Aniline-2-Sulfonate	cis-10-Nonadecenoic acid	0.11136482991191862	0.3482439724227673	0.7093858697500814
Aniline-2-Sulfonate	cis-11-Eicosenoic acid	0.11409354560039492	0.3364849053365553	0.697667754172921
Aniline-2-Sulfonate	Creatine	-0.09194125632481798	0.4391503818797853	0.7639720755329598
Aniline-2-Sulfonate	D-Pinitol	0.06421006371611539	0.5894042446725478	0.8527940249515005
Aniline-2-Sulfonate	D-Sedoheptulose	0.027736403014933807	0.8158122708251707	0.933197271316228
Aniline-2-Sulfonate	Deoxyguanosine	0.17475009255831175	0.1392206082732595	0.5131068810071162
Aniline-2-Sulfonate	Dihydrouracil	0.1460604518857405	0.21756572413158465	0.6297955172230082
Aniline-2-Sulfonate	Erucic acid	0.0971700757220873	0.4134543181083643	0.7560609653388247
Aniline-2-Sulfonate	Fructose	0.012803899790201164	0.9143821840647461	0.9672228416123627
Aniline-2-Sulfonate	Glycine	-0.05704677280019746	0.6316640619993571	0.8722011303042825
Aniline-2-Sulfonate	Guanidinoacetate	-0.11218067382450947	0.3447017070737006	0.7041763444505598
Aniline-2-Sulfonate	Histidine	0.05544242873009997	0.6412992761651681	0.8734800274825854
Aniline-2-Sulfonate	Hypotaurine	-0.038103171664815506	0.7489297409628541	0.9076012962515944
Aniline-2-Sulfonate	Kynurenate	0.11072456205924078	0.3510397133439017	0.7110294477079029
Aniline-2-Sulfonate	Malonate	0.11640750339380478	0.3267115266984827	0.694978213198816
Aniline-2-Sulfonate	Melatonin	0.21363524880570506	0.0695531379592178	0.36036589594812124
Aniline-2-Sulfonate	Mesaconic acid	0.11514253980007406	0.3320317235872513	0.694978213198816
Aniline-2-Sulfonate	Methylguanidine	0.03932572210927806	0.7411523943293534	0.9012312277984484
Aniline-2-Sulfonate	Myo-Inositol	0.10196840676292733	0.39065950980882846	0.7421076981591569
Aniline-2-Sulfonate	N-Acetylasparagine	-0.04350240651610515	0.7147810430308149	0.8926419205752162
Aniline-2-Sulfonate	N-Acetylglutamate	0.3034987041836357	0.009048475887484681	0.12685608352061858
Aniline-2-Sulfonate	N-Acetylmethionine	0.2705479452054795	0.020611827079400808	0.19391389949699445
Aniline-2-Sulfonate	N-Acetylserotonin	0.23667246849392665	0.04380329603144597	0.28855777125586324
Aniline-2-Sulfonate	N-Formyl-L-Methionine	0.2872712159421952	0.01372944117160784	0.15517836783177993
Aniline-2-Sulfonate	Oleic acid	0.21658644946316183	0.06569657674567746	0.3537964557116593
Aniline-2-Sulfonate	Oxoglutarate	0.3590645439960509	0.0018107298661818934	0.05729846053541896
Aniline-2-Sulfonate	Palmitic acid	0.15549796371714183	0.18896370484902064	0.5845598622023033
Aniline-2-Sulfonate	Palmitoleic acid	0.1345180797235592	0.2565211936566647	0.64810124899122
Aniline-2-Sulfonate	Pentadecanoic acid	0.18644329260767623	0.1142533740345334	0.4694894392798355
Aniline-2-Sulfonate	Pentanoate	0.22161545106750588	0.059523620443847944	0.3317362006257328
Aniline-2-Sulfonate	Pipecolate	0.18594964827841542	0.1152323757597271	0.47080656381831354
Aniline-2-Sulfonate	Quinolinate	0.2469764284832778	0.03516111336872331	0.2646336427224965
Aniline-2-Sulfonate	Raffinose	-0.02674935209181785	0.8222577355653478	0.933197271316228
Aniline-2-Sulfonate	Stachydrine	0.18036529680365299	0.12676178296719817	0.4943729968362932
Aniline-2-Sulfonate	Stachyose	0.0070684017156194805	0.9526726893466378	0.9778779711779692
Aniline-2-Sulfonate	Succinic Acid	-0.11690114772306555	0.3246501381179774	0.6934589870337409
Aniline-2-Sulfonate	Taurine	-0.03162408984326793	0.7905478792320324	0.9235976040047437
Aniline-2-Sulfonate	Thymidine	0.2930362696767401	0.011870027598711497	0.14889596022945123
Aniline-2-Sulfonate	Thymine	0.15599160804640258	0.18754616298228266	0.5830239414449222
Aniline-2-Sulfonate	Trehalose	-0.059268172281870916	0.6184237366068421	0.8704192355785279
Aniline-2-Sulfonate	Trimethyllysine	-0.29745156115019133	0.01059766175531284	0.14017183806928626
Aniline-2-Sulfonate	Urocanate	0.20214735283228438	0.08632824374425328	0.4008097030983188
Carnitine	14-Methylhexadecanoic acid	-0.13143280266567942	0.2676905238229582	0.6572894772578591
Carnitine	2-hydroxyglutarate	0.28199432309021355	0.01564692305440958	0.16893484360230715
Carnitine	3-(2-Hydroxyphenyl)Propanoate	0.14108971985684318	0.2337982308114605	0.6360053181841693
Carnitine	3-Methoxytyramine	-0.29909385898366525	0.010155637954098566	0.1396400218688553
Carnitine	4-Acetamidobutanoate	0.00657164013328397	0.9559953872075531	0.9778779711779692
Carnitine	4-Hydroxybenzoate	0.09533506108848576	0.4223713162380751	0.76123739221333
Carnitine	4-Pyridoxate	-0.0168147599654449	0.8877153537907276	0.958786220483943
Carnitine	5-Methylcytosine	0.286805467685862	0.013890091666061422	0.15517836783177993
Carnitine	5-Valerolactone	-0.01635196840676293	0.8907865261592565	0.9595709236667648
